CPU_Zscore,Memory_Zscore,Disk_Zscore,Network_Zscore,SSD_Health_Zscore,Memory_Pressure,CPU_Efficiency,System_Saturation,SSD_Wear,Label
-0.8553136474052472,-2.6653403759458265,0.008937125950554894,-0.3767273691142313,0,88.842,0.026333333333333334,0.75676,0.0,0
-1.0257409098676484,-2.5825774505959527,-0.32964634143821486,-0.3761896352830331,0,73.139,0.023666666666666666,0.7438999999999999,0.0,0
-1.0224435457809498,-2.5469000802016297,-0.31464557971283225,-0.3761896352830331,0,74.27969999999999,0.023666666666666666,0.7441599999999999,0.0,0
-0.11895579521315407,-2.384040807592075,1.5229143820888345,-0.23201775229698499,0,80.88000000000001,0.03704918032786886,0.82118,0.0,0
-0.9141207738683714,-2.356458028399658,-0.34852687105265634,-0.3767273691142313,0,72.9942,0.024918032786885244,0.75166,0.0,0
-0.9753984174353885,-2.371838536904956,-0.29222645767199407,-0.3767273691142313,0,76.1163,0.023934426229508195,0.7486399999999999,0.0,0
-0.801116536237072,-2.3451031860572504,-0.27949962507642523,-0.3046388584482114,0,76.85659999999999,0.026557377049180327,0.7568599999999999,0.0,0
-0.9263526925255537,-2.277580054118295,-0.3130215894693244,-0.3769996324264089,0,73.80300000000001,0.02459016393442623,0.75128,0.0,0
-0.8377704454434824,-2.25314320626478,-0.31637369974984997,-0.30490521998059006,0,74.40960000000001,0.025901639344262296,0.75522,0.0,0
-0.9631188419951207,-2.2689115275026843,-0.2980082565855347,-0.3772719652291478,0,75.8471,0.023934426229508195,0.7485399999999999,0.0,0
-0.682333873135665,-2.245167812460115,-0.24205857301329445,-0.3772719652291478,0,79.0102,0.02819672131147541,0.7625199999999999,0.0,0
-0.8716237818017296,-2.186693155469015,-0.33649084018895625,-0.3051716453755525,0,73.6008,0.025245901639344263,0.75288,0.0,0
-1.0402746399808496,-2.209521944191354,-0.29422728467609444,-0.3775443675990037,0,76.1163,0.02262295081967213,0.74462,0.0,0
-1.0379844146952493,-2.192490811738534,-0.24508058558473395,-0.3775443675990037,0,78.87559999999999,0.02262295081967213,0.74548,0.0,0
-0.9507034198890995,-2.17577225318958,-0.3235285642417058,-0.3775443675990037,0,74.4338,0.023934426229508195,0.7481199999999999,0.0,0
-0.9267273479157059,-2.11754260934349,-0.25801141667766836,-0.3775443675990037,0,78.2514,0.024262295081967214,0.75126,0.0,0
-0.9229737864309896,-2.100772845139845,-0.2891054522716667,-0.3775443675990037,0,76.4316,0.024262295081967214,0.75072,0.0,0
-0.8572111760816354,-2.084697244706165,-0.3293774300138473,-0.3772719652291478,0,74.07260000000001,0.025245901639344263,0.75302,0.0,0
-0.8137326321309577,-2.1848845966842387,-0.2880456908685827,-0.3772719652291478,0,74.6152,0.026158940397350994,0.7527399999999999,0.0,0
-1.0035304094533015,-2.1665555117521778,-0.2582919469747956,-0.3772719652291478,0,77.83599999999998,0.023178807947019868,0.7442599999999999,0.0,0
-0.8968493229372335,-2.148588518538782,-0.31819443043900125,-0.3772719652291478,0,74.27969999999999,0.024834437086092714,0.7482199999999999,0.0,0
-0.8122648913795475,-2.130971223475437,-0.2594520194766691,-0.3772719652291478,0,77.70179999999999,0.026158940397350994,0.7532399999999999,0.0,0
-1.0413393775277806,-2.112976535740857,-0.2975755118561718,-0.3755050739061329,0,75.62169999999999,0.022516556291390728,0.7415799999999999,0.0,0
-0.7651334300413211,-2.0575434909611925,-0.30277985444790534,-0.37496776456355313,0,75.3984,0.02682119205298013,0.75548,0.0,0
-0.8502846977576103,-2.0780444305860586,-0.3221823360751354,-0.37496776456355313,0,74.27969999999999,0.025496688741721854,0.7501399999999999,0.0,0
-1.0396777030933697,-2.060749293835918,-0.23369402980629947,-0.37496776456355313,0,79.31219999999999,0.022516556291390728,0.7426799999999999,0.0,0
-0.8909585635699162,-2.0437844926944653,-0.3338759115953529,-0.37496776456355313,0,73.5416,0.024916943521594685,0.7479399999999999,0.0,0
-0.8068296288726909,-2.063696314392222,-0.08812490517591101,-0.37496776456355313,0,74.90599999999999,0.026245847176079737,0.75522,0.0,0
